iter	Logloss
220	0.3862928344
221	0.3861363681
222	0.3859105986
223	0.385785048
224	0.3855427387
225	0.3854043453
226	0.3851285412
227	0.3848589127
228	0.3847038053
229	0.3844631773
230	0.3841868493
231	0.3839757401
232	0.3838002419
233	0.3837299838
234	0.3834826542
235	0.3834041694
236	0.3833410987
237	0.3831529988
238	0.383122349
239	0.3828014016
240	0.3826275645
241	0.3825800096
242	0.3822771895
243	0.382150926
244	0.3819386792
245	0.3817479396
246	0.3815808168
247	0.381366577
248	0.3811015582
249	0.3808561004
250	0.3808168753
251	0.3806276159
252	0.380412205
253	0.3803308856
254	0.3800614588
255	0.3799221894
256	0.3797954441
257	0.3796991752
258	0.3794659062
259	0.3793725114
260	0.3792275014
261	0.3790622225
262	0.3788966005
263	0.3788269243
264	0.378688874
265	0.378535537
266	0.3783760424
267	0.3782513197
268	0.3781859219
269	0.3780678829
270	0.3777654718
271	0.3777280805
272	0.3776222423
273	0.3774184997
274	0.3773887359
275	0.3772173965
276	0.3770085369
277	0.376823803
278	0.3766146729
279	0.3764753666
280	0.3763036396
281	0.376059609
282	0.3758900304
283	0.3758468139
284	0.3757740882
285	0.3757226004
286	0.3756481743
287	0.3756311681
288	0.3754608616
289	0.3753106126
290	0.3750104737
291	0.3750022665
292	0.3748448826
293	0.3745759669
294	0.3744457175
295	0.3742878169
296	0.3741197812
297	0.3739849503
298	0.3739441562
299	0.3738453658
300	0.3737412843
301	0.3735987475
302	0.3733920232
303	0.3731895078
304	0.3729986279
305	0.3728269049
306	0.3728168749
307	0.3726553406
308	0.3725973104
309	0.372464754
310	0.3723578411
311	0.3721839016
312	0.3721545692
313	0.3720609363
314	0.3719011429
315	0.3717635933
316	0.3716235103
317	0.3714931056
318	0.3713731252
319	0.3713088003
320	0.3712152276
321	0.371065124
322	0.3708624634
323	0.370783997
324	0.3706075055
325	0.370458876
326	0.3703430754
327	0.3701783581
328	0.3700076924
329	0.3700008868
330	0.3697758755
331	0.3695973603
332	0.3695080577
333	0.369273338
334	0.3691100569
335	0.3690671474
336	0.3689409258
337	0.3688912409
338	0.3687292365
339	0.3685266092
340	0.3683478054
341	0.3683121052
342	0.3680126313
343	0.3677566782
344	0.3676749812
345	0.3676011023
346	0.3674888532
347	0.3674757459
348	0.3673937421
349	0.3672126206
350	0.3671011092
351	0.3670568325
352	0.3669421886
353	0.3668613445
354	0.3666714007
355	0.3665929678
356	0.3665592696
357	0.3664605598
358	0.366356447
359	0.3662472482
360	0.3662358038
361	0.3661471791
362	0.3660409855
363	0.3659628761
364	0.3659468015
365	0.3658097754
366	0.3656688128
367	0.3655713551
368	0.3654784849
369	0.365378515
370	0.3653102802
371	0.365151314
372	0.3650183443
373	0.3649640044
374	0.3648782464
375	0.3647866183
376	0.3646629064
377	0.3645731159
378	0.3645071285
379	0.3644357878
380	0.3643644212
381	0.3642735602
382	0.3642664477
383	0.3641127158
384	0.3640168401
385	0.3639174172
386	0.3638367536
387	0.3636839662
388	0.3636204393
389	0.3634803179
390	0.3634407621
391	0.3633203399
392	0.3632330811
393	0.3631374467
394	0.362947278
395	0.3629120365
396	0.3628629265
397	0.3627832277
398	0.3626786001
399	0.3626299141
400	0.3626042142
401	0.362474738
402	0.3624338616
403	0.3623356743
404	0.3622306713
405	0.3620466164
406	0.3619366982
407	0.3618570623
408	0.3617351778
409	0.3617146765
410	0.3616107907
411	0.3615833186
412	0.3615247865
413	0.3615130881
414	0.3612690903
415	0.3612463619
416	0.361078092
417	0.3608660793
418	0.3607902867
419	0.3607228407
420	0.3606154492
421	0.3604990262
422	0.3604309731
423	0.3602701063
424	0.3601479087
425	0.3599464248
426	0.3597992941
427	0.3597103156
428	0.3596844538
429	0.3595699928
430	0.3595298206
431	0.3594320034
432	0.3593969601
433	0.3592916952
434	0.3592837092
435	0.3591742128
436	0.3590211263
437	0.3589059887
438	0.3587406344
439	0.3587065108
440	0.358664399
441	0.3585313283
442	0.3584849309
443	0.3583330312
444	0.358236331
445	0.3580543192
446	0.3579561298
447	0.3578253864
448	0.3577260546
449	0.3576142041
450	0.3575708654
451	0.3575654563
452	0.3574147994
453	0.3574134803
454	0.3573718005
455	0.3573157536
456	0.3571986712
457	0.3571278725
458	0.3570575215
459	0.3570060275
460	0.3569320614
461	0.3568551466
462	0.3568249642
463	0.3567400686
464	0.3566599434
465	0.3566439245
466	0.3565305738
467	0.356406261
468	0.3563409802
469	0.3562440688
470	0.3562132336
471	0.3561833728
472	0.3560533167
473	0.3559534643
474	0.3557958727
475	0.3556878934
476	0.3556225996
477	0.3556066366
478	0.3555076845
479	0.3554987909
480	0.3554436638
481	0.3553402053
482	0.3552431319
483	0.3552045742
484	0.3551444854
485	0.3550750229
486	0.3549980809
487	0.3549104296
488	0.354820245
489	0.3547151034
490	0.3545950593
491	0.3545645984
492	0.354485
493	0.3543469082
494	0.3543286024
495	0.3542163695
496	0.3541182836
497	0.3540481378
498	0.3539179722
499	0.3538872585
500	0.3538082044
501	0.3537731267
502	0.353759112
503	0.3536192865
504	0.3535546594
505	0.3535489503
506	0.3534666899
507	0.3534458684
508	0.3533258616
509	0.353255729
510	0.3531713811
511	0.353060992
512	0.3529110487
513	0.352851116
514	0.3527508782
515	0.3526367107
516	0.3524775708
517	0.352430331
518	0.3523618664
519	0.3522721554
520	0.3521928909
521	0.3521617304
522	0.3520879659
523	0.3520065347
524	0.351972025
525	0.3519415375
526	0.3518925969
527	0.3518568923
528	0.3518241902
529	0.3516686793
530	0.3515937225
531	0.3515096775
532	0.351414287
533	0.3513267066
534	0.3513257065
535	0.3512665795
536	0.3512450802
537	0.3512225895
538	0.3510869147
539	0.3510731191
540	0.3509929157
541	0.3509351009
542	0.3508960241
543	0.3508757638
544	0.3507378129
545	0.3506782335
546	0.3506220205
547	0.3505375195
548	0.3504152887
549	0.3503450507
550	0.3502723281
551	0.3502158534
552	0.3501630761
553	0.3501081873
554	0.3499059113
555	0.3498637605
556	0.3498231207
557	0.349756415
558	0.3496508949
559	0.3495905429
560	0.3495648276
561	0.3494791558
562	0.3494375341
563	0.349435344
564	0.3493101498
565	0.3492176353
566	0.3491597424
567	0.3491490386
568	0.3490533761
569	0.3489442935
570	0.348881099
571	0.3488511944
572	0.3488178459
573	0.348741252
574	0.3486879097
575	0.3486648704
576	0.3485530512
577	0.3484977356
578	0.3484384285
579	0.3484125804
580	0.3483351952
581	0.3482722393
582	0.3482511797
583	0.348084746
584	0.3480020011
585	0.3479228642
586	0.3479170487
587	0.3478003519
588	0.3477131772
589	0.3476707273
590	0.3476317209
591	0.3475668448
592	0.3474443041
593	0.3473429488
594	0.3472605107
595	0.347204992
596	0.3470672023
597	0.3469590052
598	0.3469328525
599	0.3469140507
600	0.3468558703
601	0.3468025283
602	0.3467183973
603	0.3465582957
604	0.346542478
605	0.3465234469
606	0.346474203
607	0.3464209687
608	0.3462905911
609	0.346276025
610	0.3462274753
611	0.3461332702
612	0.346066209
613	0.3459773509
614	0.3459216674
615	0.3458814442
616	0.3457876771
617	0.3457376747
618	0.3455669528
619	0.3454746393
620	0.3454160422
621	0.3454114571
622	0.345393617
623	0.3452747164
624	0.3451809345
625	0.3451015235
626	0.3450095611
627	0.3449604399
628	0.3448368213
629	0.344722104
630	0.3447067354
631	0.3446288893
632	0.3445800384
633	0.344496444
634	0.3444831587
635	0.3444540579
636	0.3444178529
637	0.3442884957
638	0.3442693878
639	0.344227937
640	0.3441367769
641	0.3440599193
642	0.3439959889
643	0.34398895
644	0.343910256
645	0.3438536507
646	0.3438193404
647	0.3438142155
648	0.3437511528
649	0.3437243423
650	0.3436362099
651	0.3435791945
652	0.343508103
653	0.3433877155
654	0.3433228558
655	0.3432031172
656	0.3431677566
657	0.3430808418
658	0.342966054
659	0.3429651355
660	0.3429488112
661	0.3429054228
662	0.342830081
663	0.3427907144
664	0.3427018251
665	0.3425700156
666	0.3425094566
667	0.3424822365
668	0.3424099371
669	0.3423015371
670	0.3422374883
671	0.3420893861
672	0.3420332572
673	0.3419958116
674	0.3419762674
675	0.3419760012
676	0.341847505
677	0.341793944
678	0.3417572438
679	0.3417229031
680	0.3416335329
681	0.3415694531
682	0.3414675417
683	0.3414596535
684	0.3413958336
685	0.3413207397
686	0.3412874162
687	0.3412333547
688	0.3411651137
689	0.3410340732
690	0.3409813979
691	0.3409291933
692	0.3409174088
693	0.3408756508
694	0.3408548355
695	0.3408267009
696	0.3407965406
697	0.3406817416
698	0.3406081494
699	0.340548233
700	0.3404919288
701	0.3404787136
702	0.3403785389
703	0.3402599657
704	0.3401901016
705	0.3400374852
706	0.3399347171
707	0.3398995539
708	0.3398434286
709	0.3398177587
710	0.3397846084
711	0.3396855569
712	0.3395384392
713	0.3394675507
714	0.339334064
715	0.3392878182
716	0.3391803807
717	0.3391618975
718	0.3391229196
719	0.339041527
720	0.3389597256
721	0.3388957781
722	0.3387922811
723	0.3386476694
724	0.3386269072
725	0.338598618
726	0.3385632983
727	0.3384747785
728	0.3384682254
729	0.3383898414
730	0.3383356753
731	0.3382891141
732	0.3382180401
733	0.338204399
734	0.3381829893
735	0.3380487961
736	0.3380208662
737	0.3378625702
738	0.337812082
739	0.3377847347
740	0.3376619182
741	0.3376412341
742	0.3375115117
743	0.3374051751
744	0.3373589384
745	0.3373043196
746	0.337294555
747	0.3371381875
748	0.3370926194
749	0.3370364831
750	0.3369629855
751	0.3369101797
752	0.3368361688
753	0.3367826214
754	0.3367279008
755	0.3366241124
756	0.3365561395
757	0.3365146205
758	0.336477697
759	0.3364743713
760	0.3363986938
761	0.3363809723
762	0.3362894181
763	0.3362462769
764	0.336151038
765	0.3360585161
766	0.3360238039
767	0.3359712098
768	0.3359217934
769	0.335920678
770	0.3358170117
771	0.3357438466
772	0.3356519523
773	0.3355912671
774	0.3355414464
775	0.3354799561
776	0.3354487097
777	0.3353884477
778	0.3352933892
779	0.3352751768
780	0.3352052142
781	0.3351873416
782	0.3350399684
783	0.3350297317
784	0.3349786775
785	0.3349506755
786	0.3348631824
787	0.3347459895
788	0.3346468803
789	0.3346339101
790	0.3346114419
791	0.3344652654
792	0.3344102932
793	0.3343072506
794	0.3342179036
795	0.3341751488
796	0.3341359195
797	0.3340998747
798	0.3339285567
799	0.3338068565
800	0.3337723226
801	0.3336373543
802	0.3335056358
803	0.3334373546
804	0.3333636334
805	0.3332898352
806	0.3332116494
807	0.3331131319
808	0.3330485311
809	0.333003581
810	0.3329355813
811	0.3328519608
812	0.3327928709
813	0.3326829909
814	0.33264541
815	0.3325714088
816	0.3325520702
817	0.3324755332
818	0.3324338384
819	0.3323662807
820	0.3323242976
821	0.3322526128
822	0.3322436444
823	0.3321544005
824	0.3321303586
825	0.3321052094
826	0.3320665154
827	0.3319572824
828	0.3319379425
829	0.3318423499
830	0.3317749823
831	0.3317569659
832	0.331663277
833	0.3315969957
834	0.3314684529
835	0.3314049383
836	0.3313075066
837	0.3312146212
838	0.3311303894
839	0.3310479053
840	0.3309991591
841	0.3309721704
842	0.3309091407
843	0.3308182154
844	0.3306877172
845	0.3306458376
846	0.3306063837
847	0.330524491
848	0.330491266
849	0.330428497
850	0.3303834495
851	0.33036852
852	0.3303401751
853	0.3302227404
854	0.3301282201
855	0.3300463683
856	0.3300097629
857	0.3299712074
858	0.3299410186
859	0.3299053846
860	0.3299006408
861	0.3298833754
862	0.3298234042
863	0.3297788949
864	0.3297385006
865	0.3296318964
866	0.3295882309
867	0.3295144493
868	0.3294323757
869	0.3293361178
870	0.3293126405
871	0.3292625089
872	0.3292462657
873	0.3291679811
874	0.3291304406
875	0.329071045
876	0.3290503422
877	0.3289947408
878	0.3289631496
879	0.3289213753
880	0.3288831237
881	0.3287527154
882	0.3287193124
883	0.3286887806
884	0.3286716671
885	0.3286523146
886	0.328563653
887	0.3285385965
888	0.3284796749
889	0.3284023518
890	0.3282995411
891	0.3282165182
892	0.3281995709
893	0.3280715605
894	0.3280302708
895	0.3280166452
896	0.3279774383
897	0.3279156393
898	0.327886174
899	0.3278113207
900	0.3277779777
901	0.3276968474
902	0.3276600576
903	0.3275559388
904	0.3275452786
905	0.3274992101
906	0.3274664908
907	0.3273732807
908	0.3273230623
909	0.3271976942
910	0.3271396202
911	0.3270827195
912	0.3269988481
913	0.3269434202
914	0.3268701037
915	0.326856709
916	0.3267883268
917	0.3266848078
918	0.3266265831
919	0.3265853309
920	0.3265591626
921	0.326533614
922	0.3264975947
923	0.3264418097
924	0.3263975394
925	0.3263881877
926	0.3263650125
927	0.3263437171
928	0.3262982951
929	0.3262665685
930	0.3262075402
931	0.3261668826
932	0.3261421269
933	0.3261138635
934	0.3260864543
935	0.3260432977
936	0.3260344462
937	0.3259624966
938	0.3259174187
939	0.3258545887
940	0.3257216105
941	0.3257100278
942	0.3256868035
943	0.3256326841
944	0.3255269536
945	0.325491912
946	0.3254603467
947	0.3253925778
948	0.3253763478
949	0.3252986461
950	0.32528877
951	0.3252609327
952	0.3252366304
953	0.3251548471
954	0.3251417977
955	0.3250746567
956	0.3250267692
957	0.325018649
958	0.3249763829
959	0.3249040586
960	0.3248602724
961	0.3248295105
962	0.3247500106
963	0.3246919885
964	0.3246489773
965	0.3245751992
966	0.3245057721
967	0.3244367938
968	0.3244088739
969	0.324391138
970	0.3243028046
971	0.3242728946
972	0.3242542738
973	0.3242220704
974	0.3241976857
975	0.3241469145
976	0.3240994367
977	0.3239979055
978	0.3239048858
979	0.3238692905
980	0.3237828507
981	0.3237303602
982	0.3236999318
983	0.3236682305
984	0.3236256531
985	0.3235936729
986	0.3235414068
987	0.3235146761
988	0.3235010049
989	0.3234345633
990	0.3234100329
991	0.3232976002
992	0.323275248
993	0.3232510884
994	0.3232292206
995	0.3231472176
996	0.3231201768
997	0.3230543597
998	0.323017509
999	0.3229699783
